seqnames	start	end	width	strand	stat	diff	ind.fdr	is.sig	probeID	logFC	annot.seqnames	annot.start	annot.end	annot.width	annot.strand	annot.id	annot.tx_id	annot.gene_id	annot.symbol	annot.type	gene.type
chr1	15783190	15783190	1	*	7.80309295135208	0.0305377800937988	3.40137173063408e-12	TRUE	cg15952725	0.0668841620431473	chr1	15777288	15784547	7260	+	intron:6993	ENST00000375771.5	54751	FBLIM1	hg38_genes_introns	Introns
chr1	16062894	16062894	1	*	9.41816628999277	0.0666354719247323	2.06751116782498e-16	TRUE	cg15616400	0.0862146823775714	chr1	16062535	16063520	986	-	intron:74372	ENST00000375662.5	348487	FAM131C	hg38_genes_introns	Introns
chr1	16330784	16330784	1	*	6.48810024032321	0.0318853135313534	4.32067137514193e-09	TRUE	cg24525573	0.270590538758094	chr1	16315436	16352254	36819	-	intron:74473	ENST00000375592.8	54455	FBXO42	hg38_genes_introns	Introns
chr1	17308032	17308032	1	*	6.9617145375071	0.0358006668013742	3.44740563411241e-10	TRUE	cg08477744	0.924207751936354	chr1	17307195	17308194	1000	+	promoter:1298	ENST00000375453.5	23569	PADI4	hg38_genes_promoters	Promoters
chr1	19185772	19185772	1	*	6.37740457835983	0.0443627450980393	7.49737353750361e-09	TRUE	cg18524091	0.0889576450284778	chr1	19185287	19186539	1253	-	intron:75229	ENST00000375254.8	23352	UBR4	hg38_genes_introns	Introns
chr1	19186805	19186805	1	*	8.19507916241541	0.0632662238119572	3.41539928814932e-13	TRUE	cg21731286	0.0312170033424824	chr1	19186658	19187163	506	-	intron:75230	ENST00000375254.8	23352	UBR4	hg38_genes_introns	Introns
chr1	19186805	19186805	1	*	8.19507916241541	0.0632662238119572	3.41539928814932e-13	TRUE	cg21731286	0.0312170033424824	chr1	19186458	19186857	400	-	intronexonboundary:75216	ENST00000375254.8	23352	UBR4	hg38_genes_intronexonboundaries	Intronic boundary
chr1	19229118	19229118	1	*	7.54128075446823	0.0257412398921833	1.50324850617892e-11	TRUE	cg21728447	0.0451158308493513	chr1	19228191	19229190	1000	-	promoter:12886	ENST00000691945.1	23065	EMC1	hg38_genes_promoters	Promoters
chr1	19229118	19229118	1	*	7.54128075446823	0.0257412398921833	1.50324850617892e-11	TRUE	cg21728447	0.0451158308493513	chr1	19210560	19240256	29697	+	intron:7911	ENST00000437898.3	101927895	EMC1-AS1	hg38_genes_introns	Introns
chr1	19577036	19577036	1	*	7.17775310693078	0.0571418988648093	1.10801824628291e-10	TRUE	cg10748867	0.042384500017954	chr1	19484656	19622099	137444	+	intron:7965	ENST00000648702.1	440574	MICOS10	hg38_genes_introns	Introns
chr1	19746204	19746204	1	*	9.57188078226547	0.0492141740489837	8.95800887861683e-17	TRUE	cg23519022	0.0323499041733009	chr1	19745652	19746455	804	-	intron:75845	ENST00000375127.5	255104	TMCO4	hg38_genes_introns	Introns
chr1	20249430	20249430	1	*	8.48521935858498	0.0801802721088433	5.52742838897048e-14	TRUE	cg16825000	0.0474322084999376	chr1	20244665	20267017	22353	*	intergenic:229				hg38_genes_intergenic	Intergenic
chr1	20395367	20395367	1	*	6.33013099269963	0.0316987179487178	9.38111308859899e-09	TRUE	cg19521927	0.03518526480696	chr1	20379027	20398482	19456	-	intron:75939	ENST00000426428.5	339505	LINC01141	hg38_genes_introns	Introns
chr1	20397074	20397074	1	*	6.41681982454509	0.03943860365418	6.16442867985898e-09	TRUE	cg24335149	0.0378233502970286	chr1	20379027	20398482	19456	-	intron:75939	ENST00000426428.5	339505	LINC01141	hg38_genes_introns	Introns
chr1	20834501	20834501	1	*	7.47617934075578	0.0205198305737389	2.16402425300294e-11	TRUE	cg12497298	0.0631938145461302	chr1	20829273	20840855	11583	-	intron:76262	ENST00000374935.7	8672	EIF4G3	hg38_genes_introns	Introns
chr1	22468902	22468902	1	*	16.3653342016713	0.144412783981517	7.31448744153097e-36	TRUE	cg03133269	-0.284942597135141	chr1	22429015	22489879	60865	+	intron:8649	ENST00000650433.1	9923	ZBTB40	hg38_genes_introns	Introns
chr1	22970339	22970339	1	*	7.07198312014444	0.0592395071236041	1.83482948228492e-10	TRUE	cg00136477	0.482736963357756	chr1	22965426	22972304	6879	-	intron:77397	ENST00000426928.7	646262	LACTBL1	hg38_genes_introns	Introns
chr1	23522636	23522636	1	*	6.41530663496394	0.0527304574116706	6.12194610631392e-09	TRUE	cg20887241	0.376353854792839	chr1	23522057	23524382	2326	-	intron:77668	ENST00000361729.3	1870	E2F2	hg38_genes_introns	Introns
chr1	23693926	23693926	1	*	9.48726330737931	0.056780946601942	1.38494519544131e-16	TRUE	cg10347418	0.0372946069173626	chr1	23693914	23694659	746	+	intron:9406	ENST00000374550.8	6135	RPL11	hg38_genes_introns	Introns
chr1	23693926	23693926	1	*	9.48726330737931	0.056780946601942	1.38494519544131e-16	TRUE	cg10347418	0.0372946069173626	chr1	23693607	23694006	400	+	intronexonboundary:9258	ENST00000374550.8	6135	RPL11	hg38_genes_intronexonboundaries	Intronic boundary
chr1	23693926	23693926	1	*	9.48726330737931	0.056780946601942	1.38494519544131e-16	TRUE	cg10347418	0.0372946069173626	chr1	23693713	23694112	400	+	exonintronboundary:11027	ENST00000374550.8	6135	RPL11	hg38_genes_exonintronboundaries	Exonic boundary
chr1	24127262	24127262	1	*	8.95784235193862	0.0446572968810166	3.69366855255671e-15	TRUE	cg24409107	0.720041987932456	chr1	24123424	24128140	4717	-	intron:77966	ENST00000270800.2	58985	IL22RA1	hg38_genes_introns	Introns
chr1	25229099	25229099	1	*	7.1539105138858	0.0338188854489168	1.25312964381444e-10	TRUE	cg18231267	0.05685398040295	chr1	25228998	25229123	126	-	exon:91374	ENST00000236273.9	25949	SYF2	hg38_genes_exons	Exons
chr1	25229099	25229099	1	*	7.1539105138858	0.0338188854489168	1.25312964381444e-10	TRUE	cg18231267	0.05685398040295	chr1	25228236	25232103	3868	-	intron:78095	ENST00000354361.3	25949	SYF2	hg38_genes_introns	Introns
chr1	25229099	25229099	1	*	7.1539105138858	0.0338188854489168	1.25312964381444e-10	TRUE	cg18231267	0.05685398040295	chr1	25228924	25229323	400	-	intronexonboundary:78348	ENST00000236273.9	25949	SYF2	hg38_genes_intronexonboundaries	Intronic boundary
chr1	25229099	25229099	1	*	7.1539105138858	0.0338188854489168	1.25312964381444e-10	TRUE	cg18231267	0.05685398040295	chr1	25228799	25229198	400	-	exonintronboundary:89358	ENST00000236273.9	25949	SYF2	hg38_genes_exonintronboundaries	Exonic boundary
chr1	25256369	25256369	1	*	10.2002432491504	0.0191490180978052	2.04740420451051e-18	TRUE	cg06377278	0.455269766682359	chr1	25247030	25337039	90010	-	intron:78124	ENST00000473314.6	57035	RSRP1	hg38_genes_introns	Introns
chr1	25258332	25258332	1	*	6.93196145085132	0.0517083333333333	4.15876935484611e-10	TRUE	cg03171924	0.420971434566539	chr1	25247030	25337039	90010	-	intron:78124	ENST00000473314.6	57035	RSRP1	hg38_genes_introns	Introns
chr1	26197855	26197855	1	*	6.49017585619762	0.119166345783597	4.10518816057065e-09	TRUE	cg15662251	0.773475806748653	chr1	26197784	26197956	173	+	intron:10492	ENST00000338855.6	378807	CATSPER4	hg38_genes_introns	Introns
chr1	26197855	26197855	1	*	6.49017585619762	0.119166345783597	4.10518816057065e-09	TRUE	cg15662251	0.773475806748653	chr1	26197486	26197885	400	+	intronexonboundary:10342	ENST00000338855.6	378807	CATSPER4	hg38_genes_intronexonboundaries	Intronic boundary
chr1	26197855	26197855	1	*	6.49017585619762	0.119166345783597	4.10518816057065e-09	TRUE	cg15662251	0.773475806748653	chr1	26197583	26197982	400	+	exonintronboundary:12313	ENST00000338855.6	378807	CATSPER4	hg38_genes_exonintronboundaries	Exonic boundary
chr1	26218503	26218503	1	*	12.0322949730643	0.0544482260726077	1.33957249898937e-23	TRUE	cg06453691	0.282488997083728	chr1	26216240	26222612	6373	+	intron:10516	ENST00000428812.1	101928303	ZPLD2P	hg38_genes_introns	Introns
chr1	26324823	26324823	1	*	13.188839760519	0.0891239892183289	8.69671927727758e-27	TRUE	cg15547662	0.0520921557308874	chr1	26324790	26324981	192	-	exon:91930	ENST00000374211.5	55057	CRYBG2	hg38_genes_exons	Exons
chr1	26324823	26324823	1	*	13.188839760519	0.0891239892183289	8.69671927727758e-27	TRUE	cg15547662	0.0520921557308874	chr1	26324311	26328208	3898	-	intron:78507	ENST00000475866.3	55057	CRYBG2	hg38_genes_introns	Introns
chr1	26324823	26324823	1	*	13.188839760519	0.0891239892183289	8.69671927727758e-27	TRUE	cg15547662	0.0520921557308874	chr1	26324782	26325181	400	-	intronexonboundary:78868	ENST00000374211.5	55057	CRYBG2	hg38_genes_intronexonboundaries	Intronic boundary
chr1	26324823	26324823	1	*	13.188839760519	0.0891239892183289	8.69671927727758e-27	TRUE	cg15547662	0.0520921557308874	chr1	26324591	26324990	400	-	exonintronboundary:89751	ENST00000374211.5	55057	CRYBG2	hg38_genes_exonintronboundaries	Exonic boundary
chr1	26372887	26372887	1	*	6.94186609190093	0.0588246053138237	3.90549613217954e-10	TRUE	cg07766612	0.649279943809196	chr1	26372736	26373735	1000	-	promoter:13394	ENST00000403843.5	257101	ZNF683	hg38_genes_promoters	Promoters
chr1	26372887	26372887	1	*	6.94186609190093	0.0588246053138237	3.90549613217954e-10	TRUE	cg07766612	0.649279943809196	chr1	26368583	26374277	5695	-	intron:78599	ENST00000455900.5	257101	ZNF683	hg38_genes_introns	Introns
chr1	26372887	26372887	1	*	6.94186609190093	0.0588246053138237	3.90549613217954e-10	TRUE	cg07766612	0.649279943809196	chr1	26372501	26372900	400	-	intronexonboundary:78977	ENST00000423508.5	257101	ZNF683	hg38_genes_intronexonboundaries	Intronic boundary
chr1	27189787	27189787	1	*	6.91221599402273	0.0377291666666665	4.61603875635563e-10	TRUE	cg03421300	0.21845090643134	chr1	27177278	27200833	23556	*	intergenic:324				hg38_genes_intergenic	Intergenic
chr1	27240365	27240365	1	*	7.18516849471418	0.0420381443298972	1.06240417389772e-10	TRUE	cg24580782	0.364147669166411	chr1	27234952	27260955	26004	+	intron:11240	ENST00000319394.8	23038	WDTC1	hg38_genes_introns	Introns
chr1	27702651	27702651	1	*	7.20056015586836	0.0285788690476192	9.32706282092694e-11	TRUE	cg19979773	0.0321204027547562	chr1	27675860	27702800	26941	+	intron:11447	ENST00000625232.2			hg38_genes_introns	Introns
chr1	27702651	27702651	1	*	7.20056015586836	0.0285788690476192	9.32706282092694e-11	TRUE	cg19979773	0.0321204027547562	chr1	27702601	27703000	400	+	intronexonboundary:11267	ENST00000625232.2			hg38_genes_intronexonboundaries	Intronic boundary
chr1	28157061	28157061	1	*	12.1365907301358	0.0306815556411244	6.83184355031965e-24	TRUE	cg09009042	0.0385188971757075	chr1	28156688	28157081	394	*	enhancer:988				hg38_enhancers_fantom	Enhancer (Fantom)
chr1	28157061	28157061	1	*	12.1365907301358	0.0306815556411244	6.83184355031965e-24	TRUE	cg09009042	0.0385188971757075	chr1	28151060	28176591	25532	-	intron:79140	ENST00000373857.8	5724	PTAFR	hg38_genes_introns	Introns
chr1	28832468	28832468	1	*	6.3428970376832	0.0184058529072006	9.13309462480217e-09	TRUE	cg16013246	0.0342993151869872	chr1	28812611	28858953	46343	+	intron:11978	ENST00000234961.7	4985	OPRD1	hg38_genes_introns	Introns
chr1	28918231	28918231	1	*	8.01639695566982	0.0477565046637212	8.99015477179627e-13	TRUE	cg08450168	0.096893103955624	chr1	28887211	28987447	100237	+	intron:11980	ENST00000647103.1	2035	EPB41	hg38_genes_introns	Introns
chr1	29138077	29138077	1	*	7.771796631281	0.0471446078431373	3.94676766534409e-12	TRUE	cg19869139	0.0530207904086575	chr1	29128904	29144493	15590	*	intergenic:356				hg38_genes_intergenic	Intergenic
chr1	29139522	29139522	1	*	8.02033140527943	0.059107142857143	8.79343508165448e-13	TRUE	cg09970593	0.0293861320790916	chr1	29128904	29144493	15590	*	intergenic:356				hg38_genes_intergenic	Intergenic
chr1	31196733	31196733	1	*	8.35449666424042	0.0449035087719302	1.35468849841522e-13	TRUE	cg14183455	0.294977409425381	chr1	31188188	31239493	51306	-	intron:79741	ENST00000373736.7	79570	NKAIN1	hg38_genes_introns	Introns
chr1	31393915	31393915	1	*	9.69894247972554	0.116519131641554	3.48648514716174e-17	TRUE	cg07689731	0.37313093762286	chr1	31381851	31404564	22714	*	intergenic:380				hg38_genes_intergenic	Intergenic
chr1	31660916	31660916	1	*	6.57691416242578	0.0418566908237216	2.68990154351503e-09	TRUE	cg12864581	0.0356219400341142	chr1	31660639	31661065	427	-	intron:79825	ENST00000373672.8	1307	COL16A1	hg38_genes_introns	Introns
chr1	31660916	31660916	1	*	6.57691416242578	0.0418566908237216	2.68990154351503e-09	TRUE	cg12864581	0.0356219400341142	chr1	31660867	31661266	400	-	exonintronboundary:91065	ENST00000373672.8	1307	COL16A1	hg38_genes_exonintronboundaries	Exonic boundary
chr1	31662035	31662035	1	*	9.49809903310246	0.0520655314757485	1.37325799168349e-16	TRUE	cg19763281	0.0530408450170966	chr1	31661761	31662760	1000	-	promoter:13681	ENST00000466829.5	1307	COL16A1	hg38_genes_promoters	Promoters
chr1	31662035	31662035	1	*	9.49809903310246	0.0520655314757485	1.37325799168349e-16	TRUE	cg19763281	0.0530408450170966	chr1	31661705	31662333	629	-	intron:79828	ENST00000373672.8	1307	COL16A1	hg38_genes_introns	Introns
chr1	32478440	32478440	1	*	9.7701204045632	0.0488228155339807	2.39112926168412e-17	TRUE	cg00510956	0.221931385263353	chr1	32471616	32480890	9275	+	intron:13800	ENST00000480336.1	653121	ZBTB8A	hg38_genes_introns	Introns
chr1	33117735	33117735	1	*	-7.05977754363331	-0.0939782586506074	2.06780583387083e-10	TRUE	cg18118795	0.643785424491556	chr1	33098180	33117901	19722	+	intron:14021	ENST00000481886.5	113451	AZIN2	hg38_genes_introns	Introns
chr1	33117735	33117735	1	*	-7.05977754363331	-0.0939782586506074	2.06780583387083e-10	TRUE	cg18118795	0.643785424491556	chr1	33117702	33118101	400	+	intronexonboundary:13879	ENST00000481886.5	113451	AZIN2	hg38_genes_intronexonboundaries	Intronic boundary
chr1	33335831	33335831	1	*	6.86708817692948	0.0642356565267616	5.47700272363031e-10	TRUE	cg25870263	0.117284219076832	chr1	33335257	33336256	1000	-	promoter:13938	ENST00000473158.1	1912	PHC2	hg38_genes_promoters	Promoters
chr1	33335831	33335831	1	*	6.86708817692948	0.0642356565267616	5.47700272363031e-10	TRUE	cg25870263	0.117284219076832	chr1	33325772	33345139	19368	+	intron:14163	ENST00000630909.2			hg38_genes_introns	Introns
chr1	33429781	33429781	1	*	9.1307629530257	0.0157508663842895	1.50322637009929e-15	TRUE	cg18830459	0.0315253225902243	chr1	33375594	33430180	54587	-	intron:81350	ENST00000373422.8	1912	PHC2	hg38_genes_introns	Introns
chr1	35734334	35734334	1	*	12.4771755713215	0.0745523681170583	7.61772660280193e-25	TRUE	cg17801256	0.316605227136327	chr1	35732112	35736606	4495	-	exon:96662	ENST00000318121.8	63967	CLSPN	hg38_genes_exons	Exons
chr1	35734334	35734334	1	*	12.4771755713215	0.0745523681170583	7.61772660280193e-25	TRUE	cg17801256	0.316605227136327	chr1	35720981	35736913	15933	-	intron:82558	ENST00000251195.9	63967	CLSPN	hg38_genes_introns	Introns
chr1	35734334	35734334	1	*	12.4771755713215	0.0745523681170583	7.61772660280193e-25	TRUE	cg17801256	0.316605227136327	chr1	35732112	35736495	4384	-	3UTR:12649	ENST00000318121.8	63967	CLSPN	hg38_genes_3UTRs	3UTR
chr1	36024473	36024473	1	*	7.63858367259624	0.0721642394822006	8.22884243421749e-12	TRUE	cg15272684	0.0557024340242497	chr1	36014049	36027113	13065	+	intron:14671	ENST00000634486.1	192669	AGO3	hg38_genes_introns	Introns
chr1	36184717	36184717	1	*	-6.67274269623147	-0.0160473623411629	1.66406109667578e-09	TRUE	cg26235710	0.0454084252479998	chr1	36180850	36186914	6065	*	intergenic:429				hg38_genes_intergenic	Intergenic
chr1	38100795	38100795	1	*	11.9427011970094	0.156799191374663	2.26184151435274e-23	TRUE	cg22063989	0.0682076842435603	chr1	38047615	38102423	54809	+	intron:15025	ENST00000432922.5	105378653	MIR3659HG	hg38_genes_introns	Introns
chr1	38274017	38274017	1	*	7.49877736660851	0.0224201001155179	1.99542703437019e-11	TRUE	cg17829314	0.0466858269851774	chr1	38219807	38383837	164031	*	intergenic:455				hg38_genes_intergenic	Intergenic
chr1	39339004	39339004	1	*	10.0646477374796	0.0732499037350789	4.35489333820143e-18	TRUE	cg12792157	0.0660204515863271	chr1	39327354	39349477	22124	+	intron:15129	ENST00000361689.7	23499	MACF1	hg38_genes_introns	Introns
chr1	41328420	41328420	1	*	8.2615435705032	0.0538409703504043	2.36343141477613e-13	TRUE	cg10705800	0.144696182565339	chr1	41241977	41334412	92436	+	intron:17259	ENST00000657314.1			hg38_genes_introns	Introns
chr1	43205976	43205976	1	*	8.49562902492742	0.0595833333333335	5.72962093312684e-14	TRUE	cg11075745	0.195508133176248	chr1	43199504	43206719	7216	+	intron:18126	ENST00000528956.5	149465	CFAP57	hg38_genes_introns	Introns
chr1	43283185	43283185	1	*	-7.14825579647488	-0.0200596842510589	1.32201956969e-10	TRUE	cg01782487	0.383361260062703	chr1	43283108	43283251	144	-	intron:85128	ENST00000523677.6	149466	C1orf210	hg38_genes_introns	Introns
chr1	43283185	43283185	1	*	-7.14825579647488	-0.0200596842510589	1.32201956969e-10	TRUE	cg01782487	0.383361260062703	chr1	43282908	43283307	400	-	intronexonboundary:86639	ENST00000523677.6	149466	C1orf210	hg38_genes_intronexonboundaries	Intronic boundary
chr1	43283185	43283185	1	*	-7.14825579647488	-0.0200596842510589	1.32201956969e-10	TRUE	cg01782487	0.383361260062703	chr1	43283053	43283452	400	-	exonintronboundary:96133	ENST00000523677.6	149466	C1orf210	hg38_genes_exonintronboundaries	Exonic boundary
chr1	43283862	43283862	1	*	11.0632526872279	0.0543971093592077	6.64769477235653e-21	TRUE	cg19101893	0.0595131293654978	chr1	43283369	43285443	2075	-	intron:85129	ENST00000523677.6	149466	C1orf210	hg38_genes_introns	Introns
chr1	43283884	43283884	1	*	12.0305229709149	0.0451104742053153	1.43072497635182e-23	TRUE	cg00410895	0.183173272264387	chr1	43283369	43285443	2075	-	intron:85129	ENST00000523677.6	149466	C1orf210	hg38_genes_introns	Introns
chr1	43424417	43424417	1	*	10.0523366754426	0.0489410858683097	4.66264862346214e-18	TRUE	cg20345840	0.367031265834635	chr1	43424217	43424432	216	+	exon:21459	ENST00000562955.2	23334	SZT2	hg38_genes_exons	Exons
chr1	43424417	43424417	1	*	10.0523366754426	0.0489410858683097	4.66264862346214e-18	TRUE	cg20345840	0.367031265834635	chr1	43424232	43424631	400	+	exonintronboundary:21477	ENST00000562955.2	23334	SZT2	hg38_genes_exonintronboundaries	Exonic boundary
chr1	43636559	43636559	1	*	13.1014078812804	0.0741762784525876	1.23384790571311e-26	TRUE	cg03574115	0.0699752887258869	chr1	43623667	43645148	21482	*	intergenic:515				hg38_genes_intergenic	Intergenic
chr1	43638094	43638094	1	*	7.17225778435179	0.0193242202541393	1.1655786962235e-10	TRUE	cg13342625	0.0404945530030147	chr1	43623667	43645148	21482	*	intergenic:515				hg38_genes_intergenic	Intergenic
chr1	43750693	43750693	1	*	8.24550069304136	0.0576516990291261	2.50293582287221e-13	TRUE	cg09988116	0.0247663491993404	chr1	43736381	43792101	55721	+	intron:18863	ENST00000645057.1	9682	KDM4A	hg38_genes_introns	Introns
chr1	45205796	45205796	1	*	12.0931717735325	0.0641740469772814	1.01763424848345e-23	TRUE	cg06922130	0.0487972126834733	chr1	45205756	45206605	850	-	exon:100359	ENST00000359600.6	57643	ZSWIM5	hg38_genes_exons	Exons
chr1	45205796	45205796	1	*	12.0931717735325	0.0641740469772814	1.01763424848345e-23	TRUE	cg06922130	0.0487972126834733	chr1	45088238	45303926	215689	-	intron:85702	ENST00000464588.1	57643	ZSWIM5	hg38_genes_introns	Introns
chr1	45205796	45205796	1	*	12.0931717735325	0.0641740469772814	1.01763424848345e-23	TRUE	cg06922130	0.0487972126834733	chr1	45205557	45205956	400	-	exonintronboundary:96669	ENST00000359600.6	57643	ZSWIM5	hg38_genes_exonintronboundaries	Exonic boundary
chr1	46016768	46016768	1	*	6.40422141899482	0.0191913746630727	6.65614700801252e-09	TRUE	cg11323731	-1.10548307784699	chr1	46010940	46019595	8656	+	intron:20795	ENST00000361297.7	23139	MAST2	hg38_genes_introns	Introns
chr1	46089593	46089593	1	*	11.6567164609661	0.0664824561403512	1.54310638875216e-22	TRUE	cg09893068	0.32114158910606	chr1	46080751	46131846	51096	-	intron:86359	ENST00000262741.10	8503	PIK3R3	hg38_genes_introns	Introns
chr1	46597933	46597933	1	*	6.81675130330216	0.0204139391605699	7.76637290105185e-10	TRUE	cg17533684	0.0465273316463497	chr1	46594281	46604184	9904	-	intron:87324	ENST00000371945.10	8569	MKNK1	hg38_genes_introns	Introns
chr1	47082691	47082691	1	*	-12.8271305791378	-0.239770889487871	7.61826072955451e-26	TRUE	cg03409548	-0.593369832440579	chr1	47082462	47084619	2158	+	intron:21330	ENST00000334194.4	199974	CYP4Z1	hg38_genes_introns	Introns
